,id,movie,chapter,character,dialog,polarity_score
3852,358,Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,"Hey, Harry.",0.0
3853,359,Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,Have you seen Ron? I can't find him anywhere.,0.0
3854,360,Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,"No, I haven't.",0.0
3855,361,Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,He's been acting fishy all week. He's up to something.,0.0
3856,362,Harry Potter and the Order of the Phoenix,Detention With Dolores,Dolores Umbridge,"That's enough for tonight, Potter. Let's see that hand.",0.4939
3857,363,Harry Potter and the Order of the Phoenix,Detention With Dolores,Ron Weasley,Harry! I tried out for Quidditch Keeper at the tryouts! I'm on the team!,0.0
3858,364,Harry Potter and the Order of the Phoenix,Detention With Dolores,Ron Weasley,Harry--bloody hell!,-0.7088
3859,365,Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,He's got to be taken to the hospital wing.,0.0
3860,366,Harry Potter and the Order of the Phoenix,Detention With Dolores,Ron Weasley,You said she was making you do lines!,0.0
3861,367,Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,She is. But the quill has some sort of spell on it. It uses blood for ink.,0.0
3862,368,Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,That old hag! She's sick!,-0.5972
3863,369,Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,"No, I'm telling anyone.",0.0
3864,370,Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,"Harry, I really think you should tell--",0.0
3865,371,Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,No!,0.0
3866,372,Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,I don't need his help. I don't need anyone's help.,-0.5448
3867,373,Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,Hagrid's still not back yet. I hope he's all right.,0.4404
3868,374,Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,I've asked Sirius about it.,0.0
3869,375,Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,"Harry, you can't write to him! Owls are being intercepted, it isn't safe.",-0.4015
3870,376,Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,"Don't worry, Hermione, I wrote it in code. Anyway, I figured I need to tell someone about Umbridge. My scar hurt again last night in detention.",-0.5414
3871,377,Harry Potter and the Order of the Phoenix,Detention With Dolores,Ron Weasley,Always knew she was a bit fishy.,0.0
3872,378,Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,You think she's working for You- Know-Who?,0.0
3873,379,Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,"Well, it's a possibility, isn't it?",0.2732
3874,380,Harry Potter and the Order of the Phoenix,Detention With Dolores,Hermione Granger,"I suppose so. He could have her under the Imperious Curse, though it's unlikely. Dumbledore'd know.",-0.5423
3875,381,Harry Potter and the Order of the Phoenix,Detention With Dolores,Harry Potter,"Yeah, but Dumbledore didn't have a choice, did he? She'd been sent here by the Ministry.",0.1531
3876,382,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,Greetings my children. I sense even now that many of you have already made the transition into the beyond!,0.4753
3877,383,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,Today we will be continuing our interpretation of prophetic dreams. Please divide into your groups and discuss your recent night time visions using the text as a guide.,0.7096
3878,384,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Dolores Umbridge,And how long have you been at this post?,0.0
3879,385,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Dolores Umbridge,I understand you are the descendent of the famous Seer Cassandra Trelawney?,0.0
3880,386,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,I am.,0.0
3881,387,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Dolores Umbridge,And you are the first since Cassandra to have the Second Sight?,0.0
3882,388,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,These things tend to skip...several...generations.,0.0
3883,389,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Dolores Umbridge,Of course.,0.0
3884,390,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Dolores Umbridge,"Now, if you would kindly make a prediction for me?",0.4939
3885,391,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Dolores Umbridge,The Inner Eye does not See upon command!,0.0
3886,392,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,"My dear boy, your dream diary, if you please!",0.7345
3887,393,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,My dear boy! My poor boy! These dreams are evil portends!,-0.6219
3888,394,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,"Yes, yes, oatmeal! Are you telling me you cannot see the signs? The foretelling of suffering and death?",-0.5027
3889,395,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Harry Potter,Er...,0.0
3890,396,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Sybill Trelawney,Perhaps you are not as in the beyond as the others.,0.0
3891,397,Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,Dolores Umbridge,"Well, if that's the best you can do, Professor, I will be going.",0.743
3892,398,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,"Where are we going, Hermione?",0.0
3893,399,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,There we are.,0.0
3894,400,Harry Potter and the Order of the Phoenix,In the Hog's Head,Ron Weasley,"""The Hog's Head,"" Hermione?",0.0
3895,401,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,"Come on, I'll explain in a minute.",0.0
3896,402,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,"Hermione, what's going on?",0.0
3897,403,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,These are some people I mentioned my Defense Against the Dark Arts idea with.,0.128
3898,404,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,You mean about us teaching ourselves?,0.0
3899,405,Harry Potter and the Order of the Phoenix,In the Hog's Head,Neville Longbottom,"Hey, Harry.",0.0
3900,406,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,"Hey, Neville.",0.0
3901,407,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,"Uh...same to you, Luna.",0.0
3902,408,Harry Potter and the Order of the Phoenix,In the Hog's Head,Fred Weasley,"Hear, hear!",0.0
3903,409,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,"Obviously, this will help us pass our O.W.L.s, but more importantly, it gives us the ability to protect ourselves from...Lord Voldemort. Several people jump or wince in fear at the name.",0.7422
3904,410,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,That's the first time you've said his name.,0.0
3905,411,Harry Potter and the Order of the Phoenix,In the Hog's Head,Zacharias Smith,How do we know You-Know-Who's really back?,0.0
3906,412,Harry Potter and the Order of the Phoenix,In the Hog's Head,George Weasley,Dumbledore believes he is.,0.0
3907,413,Harry Potter and the Order of the Phoenix,In the Hog's Head,Justin Finch-Fletchley,You mean Dumbledore believes him.,0.0
3908,414,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,"That's true, but I think we're drifting from the purpose--",0.2263
3909,415,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,"It's okay, Hermione.",0.2263
3910,416,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,I believe Voldemort's back because I fought him last year. Dumbledore's already told the school that. If you didn't believe him you won't believe anyone.,-0.3182
3911,417,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,"Well...anyway...uh, I think that in order to learn properly we'll need a teacher.",0.0
3912,418,Harry Potter and the Order of the Phoenix,In the Hog's Head,Neville Longbottom,But we're all students. None of us has the experience to--,0.0
3913,419,Harry Potter and the Order of the Phoenix,In the Hog's Head,Ginny Weasley,Someone here does. Everyone looks at her. She is staring directly at Harry.,0.0
3914,420,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Me?,0.0
3915,421,Harry Potter and the Order of the Phoenix,In the Hog's Head,Michael Corner,I for one would like to know why Potter's qualified and the rest of us aren't.,0.3612
3916,422,Harry Potter and the Order of the Phoenix,In the Hog's Head,Susan Bones,One of the portraits said you'd killed a Basilisk in the Chamber of Secrets with that sword in Dumbledore's office.,-0.6705
3917,423,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,"Uh...well, yeah, I did.",0.296
3918,424,Harry Potter and the Order of the Phoenix,In the Hog's Head,Lee Jordan,"Blimey, Harry...",0.0
3919,425,Harry Potter and the Order of the Phoenix,In the Hog's Head,Lavander Brown,Wow...,0.5859
3920,426,Harry Potter and the Order of the Phoenix,In the Hog's Head,Fred Weasley,Can't forget that he saved the Sorcerer's Stone from You-Know-Who in his first year.,0.5371
3921,427,Harry Potter and the Order of the Phoenix,In the Hog's Head,Cho Chang,And last year he got through the Triwizard Tournament!,0.0
3922,428,Harry Potter and the Order of the Phoenix,In the Hog's Head,Ron Weasley,Not to mention you dueled with You- Know-Who all alone and he still couldn't kill you!,0.4642
3923,429,Harry Potter and the Order of the Phoenix,In the Hog's Head,Ginny Weasley,And you fought off those dementors that attacked you this summer.,-0.6486
3924,430,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,So all in favor of taking lessons from Harry?,0.4522
3925,431,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,Where are we going to meet?,0.0
3926,432,Harry Potter and the Order of the Phoenix,In the Hog's Head,Neville Longbottom,What about an unused classroom?,0.0
3927,433,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,That might work. I'll look into that.,0.0
3928,434,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,"Ok, good.",0.4404
3929,435,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,"I think we should put our names down, so we know who was here.",0.0
3930,436,Harry Potter and the Order of the Phoenix,In the Hog's Head,Ernest Macmillan,"I don't know...if it were found...I mean, Umbridge wouldn't like what we're doing...",-0.2755
3931,437,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,"Honestly, Ernie, do you think I'd just leave it lying around? Besides, its enchanted.",0.25
3932,438,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,"Also, what should we call ourselves?",0.0
3933,439,Harry Potter and the Order of the Phoenix,In the Hog's Head,Angelina Johnson,What about the Anti-Unbridhe League?,0.0
3934,440,Harry Potter and the Order of the Phoenix,In the Hog's Head,Ginny Weasley,I think it should be Dumbledore's Army. There is excited agreement. Harry smiles at her.,0.8271
3935,441,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,We'll let you know when we're going,0.0
3936,442,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,I think that went well.,0.2732
3937,443,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,Yeah.,0.296
3938,444,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,"And did you see Cho, Harry?",0.0
3939,445,Harry Potter and the Order of the Phoenix,In the Hog's Head,Hermione Granger,"Well, she couldn't keep her eyes off you, could she?!",0.3382
3940,446,Harry Potter and the Order of the Phoenix,In the Hog's Head,Angelina Johnson,"Harry, you won't believe...that Umbridge woman...this is too much!!",0.0
3941,447,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,What's she done now?,0.0
3942,448,Harry Potter and the Order of the Phoenix,In the Hog's Head,Angelina Johnson,Follow me.,0.0
3943,449,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,"""By order of the Hogwarts High Inquisitor: All student organizations, societies, teams, groups, and clubs are henceforth disbanded. Permission to reform must be approved by High Inquisitor Umbridge. No student organization can exist without the knowledge and approval of the High Inquisitor. Any student found to be a part of an illegal organization will be expelled immediately.""",-0.2263
3944,450,Harry Potter and the Order of the Phoenix,In the Hog's Head,Angelina Johnson,She refused to allow us to reform the Gryffindor team. We had to go to Dumbledore to get her to allow it.,0.1531
3945,451,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,"Not only that, but what about the",0.0
3946,452,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,This isn't a coincidence.,0.0
3947,453,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,She knows.,0.0
3948,454,Harry Potter and the Order of the Phoenix,In the Hog's Head,Ron Weasley,She can't!,0.0
3949,455,Harry Potter and the Order of the Phoenix,In the Hog's Head,Harry Potter,"Look, we don't know how many people could have overheard our meeting and told her.",0.0
3950,456,Harry Potter and the Order of the Phoenix,In the Hog's Head,Ron Weasley,Or somebody at the meeting could have blabbed to her.,0.0
