,name,birth,death,species,ancestry,gender,hair_color,eye_color,patronus,house,associated_groups,books_featured_in,nb_books_featured_in,wood,length,core,Note,id,label,link,link_image,connection_label,nb_associations,nb_interactions,image_name
165,Nymphadora Tonks,between 1 September 1972 and 31 August 1973,"2 May, 1998 (aged 24/25)",Human,Half-blood,Female,Variable (biologically light brown)),Variable (Dark),Jack Rabbit (pre 1995),Hufflepuff,"['Hogwarts School of Witchcraft and Wizardry', 'Hufflepuff', 'British Ministry of Magic', 'Order of the Phoenix', 'Advance Guard']","[5, 6, 7]",3,,,,,132,Nymphadora Tonks,Nymphadora_Tonks,http://img1.wikia.nocookie.net/__cb20101127044639/harrypotter/images/c/c7/Nymphadora_Tonks_Deathly_Hallows_promotional_image.jpg,"['Aberforth Dumbledore', 'Alastor Moody', 'Albus Dumbledore', 'Andromeda Tonks', 'Antonin Dolohov', 'Arabella Figg', 'Arthur Weasley', 'Bellatrix Lestrange', 'Bill Weasley', 'Charlie Weasley', 'Dean Thomas', 'Dedalus Diggle', 'Draco Malfoy', 'Elphias Doge', 'Emmeline Vance', 'Fenrir Greyback', 'Filius Flitwick', 'Fleur Delacour', 'Fred Weasley', 'George Weasley', 'Ginny Weasley', 'Harry Potter', 'Hermione Granger', 'Kingsley Shacklebolt', 'Kreacher', 'Lily Potter', 'Lord Voldemort', 'Lucius Malfoy', 'Luna Lovegood', 'Minerva McGonagall', 'Molly Weasley', 'Mundungus Fletcher', 'Nagini', 'Narcissa Malfoy', 'Neville Longbottom', 'Pius Thicknesse', 'Pomona Sprout', 'Remus Lupin', 'Rodolphus Lestrange', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Severus Snape', 'Sirius Black', 'Stanley Shunpike', 'Sturgis Podmore', 'Ted Tonks', 'Teddy Lupin', 'Vernon Dursley']",5,49,nymphadora_tonks
166,Sybill Trelawney,"9 March, prior to 1963, Great Britain or Ireland",,Human,Half-blood,Female,,,Non-corporeal,Ravenclaw,"['Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw']","[3, 4, 5, 6, 7]",5,Hazel,9.5,Unicorn hair,"This wand bears a resemblance to Sirius Black's wand, though there are slight differences. They both have a square-like handle and have magical runes depicted on the wand, but Trelawney's wand has a darker colour and has a swirly shape from the handle to the tip.",134,Sybill Trelawney,Sybill_Trelawney,http://img3.wikia.nocookie.net/__cb20140704142540/harrypotter/images/4/44/1%D0%91%D0%B5%D0%B7%D1%8B%D0%BC%D1%8F%D0%BD%D0%BD%D1%8B%D0%B9.JPG,"['Aberforth Dumbledore', 'Albus Dumbledore', 'Alecto Carrow', 'Alice Longbottom', 'Amycus Carrow', 'Argus Filch', 'Augusta Longbottom', 'Bloody Baron', 'Cedric Diggory', 'Charity Burbage', 'Dean Thomas', 'Dolores Umbridge', 'Draco Malfoy', 'Fenrir Greyback', 'Filius Flitwick', 'Firenze', 'Frank Longbottom', 'Gilderoy Lockhart', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Lavender Brown', 'Lord Voldemort', 'Luna Lovegood', 'Minerva McGonagall', 'Neville Longbottom', 'Padma Patil', 'Parvati Patil', 'Peter Pettigrew', 'Pomona Sprout', 'Rita Skeeter', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Seamus Finnigan', 'Severus Snape', 'Xenophilius Lovegood']",2,37,sybill_trelawney
167,Dolores Umbridge,British Ministry of Magic (formerly),,Human,Half-blood,Female,Mouse brown (formerly),,Persian cat,Slytherin,"['Slytherin', 'Hogwarts School of Witchcraft and Wizardry']","[5, 6, 7]",3,Birch,8.0,Dragon heartstring,This wand is described as 'unusually short;' broken by a centaur's hoof in June 1996 in the Forbidden Forest,135,Dolores Umbridge,Dolores_Umbridge,http://img4.wikia.nocookie.net/__cb20101127041001/harrypotter/images/6/68/Dolores_Umbridge_Deathly_Hallows_promotional_image.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Alicia Spinnet', 'Amelia Bones', 'Angelina Johnson', 'Anthony Goldstein', 'Arabella Figg', 'Aragog', 'Argus Filch', 'Arthur Weasley', 'Bane', 'Cedric Diggory', 'Cho Chang', 'Colin Creevey', 'Cornelius Fudge', 'Cuthbert Binns', 'Dean Thomas', 'Dirk Cresswell', 'Dobby', 'Draco Malfoy', 'Dudley Dursley', 'Ernest Macmillan', 'Fang', 'Fat Friar', 'Filius Flitwick', 'Firenze', 'Fred Weasley', 'Garrick Ollivander', 'Gellert Grindelwald', 'George Weasley', 'Ginny Weasley', 'Gregory Goyle', 'Hannah Abbott', 'Harry Potter', 'Hedwig', 'Hepzibah Smith', 'Hermione Granger', 'Horace Slughorn', 'Irma Pince', 'Justin Finch-Fletchley', 'Katie Bell', 'Kingsley Shacklebolt', 'Lavender Brown', 'Lee Jordan', 'Lucius Malfoy', 'Luna Lovegood', 'Marietta Edgecombe', 'Mary Cattermole', 'Merope Gaunt', 'Michael Corner', 'Millicent Bulstrode', 'Minerva McGonagall', 'Mundungus Fletcher', 'Narcissa Malfoy', 'Neville Longbottom', 'Padma Patil', 'Pansy Parkinson', 'Parvati Patil', 'Peeves', 'Percy Weasley', 'Pius Thicknesse', 'Pomona Sprout', 'Poppy Pomfrey', 'Quirinus Quirrell', 'Remus Lupin', 'Rita Skeeter', 'Rolanda Hooch', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Salazar Slytherin', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Susan Bones', 'Sybill Trelawney', 'Terry Boot', 'Tiberius Ogden', 'Vincent Crabbe', 'Wilhelmina Grubbly-Plank', 'Xenophilius Lovegood', 'Zacharias Smith']",2,82,dolores_umbridge
168,Emmeline Vance,pre 1964,"Early July, 1996",Human,,Female,,,Non-corporeal,,"['Order of the Phoenix', 'Advance Guard']","[5, 6]",2,,,,,136,Emmeline Vance,Emmeline_Vance,http://img3.wikia.nocookie.net/__cb20100508202343/harrypotter/images/8/8f/Emmeline_Vance.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Dedalus Diggle', 'Elphias Doge', 'Harry Potter', 'Kingsley Shacklebolt', 'Lord Voldemort', 'Nymphadora Tonks', 'Remus Lupin', 'Ronald Weasley', 'Severus Snape', 'Sturgis Podmore']",2,12,emmeline_vance
169,Romilda Vane,between 1 September 1981 and 31 August 1982,,Human,Pure-blood or Half-blood,Female,Black,Dark,,Gryffindor,"['Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', ""Dumbledore's Army""]","[4, 6]",2,,,,,137,Romilda Vane,Romilda_Vane,http://img2.wikia.nocookie.net/__cb20110801070727/harrypotter/images/2/2c/Romilda_vane_profile.jpg,"['Amycus Carrow', 'Cormac McLaggen', 'Harry Potter', 'Hermione Granger', 'Horace Slughorn', 'Luna Lovegood', 'Neville Longbottom', 'Ronald Weasley', 'Severus Snape']",3,9,romilda_vane
170,Septima Vector,Before 1974,,Human,,Female,Black,,Non-corporeal,,['Hogwarts School of Witchcraft and Wizardry'],"[3, 4, 5, 6]",4,,,,,138,Septima Vector,Septima_Vector,http://img3.wikia.nocookie.net/__cb20110715195953/harrypotter/images/8/86/Vikti.jpg,"['Albus Dumbledore', 'Angelina Johnson', 'Harry Potter', 'Hermione Granger', 'Rubeus Hagrid']",1,5,septima_vector
171,Myrtle Warren,"Between 14 June, 1928 and 13 June, 1929","13 June, 1943 (aged 14)",Ghost,Muggle-born,Female,,,,Ravenclaw,"['Hogwarts School of Witchcraft and Wizardry', 'Ravenclaw', 'Harry Potter']","[2, 4, 6]",3,,,,,167,Myrtle Warren,Moaning_Myrtle,http://img3.wikia.nocookie.net/__cb20090822185712/harrypotter/images/0/03/Myrtle1.PNG,"['Alastor Moody', 'Albus Dumbledore', 'Aragog', 'Bartemius Crouch Junior', 'Cedric Diggory', 'Draco Malfoy', 'Gregory Goyle', 'Harry Potter', 'Hermione Granger', 'Lord Voldemort', 'Lucius Malfoy', 'Peeves', 'Ronald Weasley', 'Rubeus Hagrid', 'Salazar Slytherin', 'Severus Snape', 'Vincent Crabbe']",3,17,myrtle_warren
172,Ginny Weasley,"11 August, 1981",,Human,Pure-blood,Female,Red,Bright brown,Horse,Gryffindor,"['Weasley family', 'Potter family', 'Prewett family', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'Gryffindor Quidditch team', 'Slug Club', ""Dumbledore's Army"", 'Order of the Phoenix']","[1, 2, 3, 4, 5, 6, 7]",7,Yew,-1.0,Unknown,A yew wand is suited for a person who is a fierce protector of others.[3] Protectiveness is an espect of Ginny's personality. She has frequently defended Harry Potter against others.,144,Ginny Weasley,Ginny_Weasley,http://img3.wikia.nocookie.net/__cb20140625041900/harrypotter/images/8/8b/Ginny_Weasley_hbp_promo.jpg,"['Alastor Moody', 'Albus Dumbledore', 'Amycus Carrow', 'Angelina Johnson', 'Argus Filch', 'Arthur Weasley', 'Augusta Longbottom', 'Bellatrix Lestrange', 'Cho Chang', 'Colin Creevey', 'Cormac McLaggen', 'Crookshanks', 'Dean Thomas', 'Dolores Umbridge', 'Draco Malfoy', 'Fawkes', 'Fenrir Greyback', 'Fleur Delacour', 'Fred Weasley', 'Gabrielle Delacour', 'George Weasley', 'Gilderoy Lockhart', 'Harry Potter', 'Hedwig', 'Hermione Granger', 'Horace Slughorn', 'Justin Finch-Fletchley', 'Katie Bell', 'Kingsley Shacklebolt', 'Lavender Brown', 'Lee Jordan', 'Lily Potter', 'Lucius Malfoy', 'Luna Lovegood', 'Marietta Edgecombe', 'Michael Corner', 'Minerva McGonagall', 'Molly Weasley', 'Nagini', 'Neville Longbottom', 'Nymphadora Tonks', 'Parvati Patil', 'Peeves', 'Penelope Clearwater', 'Percy Weasley', 'Poppy Pomfrey', 'Rabastan Lestrange', 'Remus Lupin', 'Rita Skeeter', 'Rodolphus Lestrange', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Seamus Finnigan', 'Severus Snape', 'Sirius Black', 'Susan Bones', 'Viktor Krum', 'Zacharias Smith']",9,59,ginny_weasley
173,Molly Weasley,"30 October, 1949 or 1950",,Human,Pure-blood,Female,Red,Bright brown,Non-corporeal,Gryffindor,"['Weasley family', 'Prewett family', 'Potter family', 'Order of the Phoenix', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor']","[1, 2, 3, 4, 5, 6, 7]",7,,,,,145,Molly Weasley,Molly_Weasley,http://img2.wikia.nocookie.net/__cb20101007151605/harrypotter/images/1/15/MOLLY1.jpg,"['Aberforth Dumbledore', 'Alastor Moody', 'Albus Dumbledore', 'Alice Longbottom', 'Amos Diggory', 'Andromeda Tonks', 'Angelina Johnson', 'Antonin Dolohov', 'Arthur Weasley', 'Bellatrix Lestrange', 'Bill Weasley', 'Cedric Diggory', 'Charlie Weasley', 'Dobby', 'Draco Malfoy', 'Dudley Dursley', 'Fat Lady', 'Fawkes', 'Fleur Delacour', 'Fred Weasley', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Harry Potter', 'Hermione Granger', 'Kingsley Shacklebolt', 'Lily Potter', 'Lord Voldemort', 'Lucius Malfoy', 'Luna Lovegood', 'Minerva McGonagall', 'Mundungus Fletcher', 'Nagini', 'Neville Longbottom', 'Nymphadora Tonks', 'Percy Weasley', 'Petunia Dursley', 'Remus Lupin', 'Rita Skeeter', 'Rodolphus Lestrange', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Severus Snape', 'Sirius Black', 'Vernon Dursley', 'Viktor Krum']",6,47,molly_weasley
174,Winky,Before 1981,,House-elf,,Female,,Brown,,,['Hogwarts School of Witchcraft and Wizardry'],"[4, 5, 6, 7]",4,,,,,176,Winky,Winky,http://img1.wikia.nocookie.net/__cb20131019142935/harrypotter/images/3/36/House-elf%2C_Winky_%28Concept_Artwork_for_the_HP4_film%29.jpg,"['Albus Dumbledore', 'Amos Diggory', 'Bartemius Crouch Junior', 'Bartemius Crouch Senior', 'Cornelius Fudge', 'Dobby', 'Harry Potter', 'Hermione Granger', 'Kreacher', 'Percy Weasley', 'Poppy Pomfrey', 'Severus Snape']",1,12,winky
175,Albus Dumbledore,Late August 1881,"30 June, 1997 (aged 115)",Human,Half-blood,Male,"Silver, formerly auburn",Blue,Phoenix,Gryffindor,"['Order of the Phoenix', ""Dumbledore's Army"", 'Harry Potter', 'Hogwarts School of Witchcraft and Wizardry', 'Gryffindor', 'British Ministry of Magic']","[1, 2, 3, 4, 5, 6, 7]",7,Elder,15.0,Thestral tail hair,"The Elder Wand, one of the Deathly Hallows. Also known as the Deathstick and the Wand of Destiny.",35,Albus Dumbledore,Albus_Dumbledore,http://img3.wikia.nocookie.net/__cb20140619180903/harrypotter/images/4/40/Albus_Dumbledore_%28HBP_promo%29_3.jpg,"['Aberforth Dumbledore', 'Alastor Moody', 'Alecto Carrow', 'Alicia Spinnet', 'Amelia Bones', 'Amycus Carrow', 'Andromeda Tonks', 'Angelina Johnson', 'Anthony Goldstein', 'Antonin Dolohov', 'Arabella Figg', 'Aragog', 'Argus Filch', 'Ariana Dumbledore', 'Arthur Weasley', 'Augusta Longbottom', 'Augustus Rookwood', 'Bartemius Crouch Junior', 'Bartemius Crouch Senior', 'Bathilda Bagshot', 'Bellatrix Lestrange', 'Bill Weasley', 'Bloody Baron', 'Bob Ogden', 'Buckbeak', 'Cadmus Peverell', 'Cedric Diggory', 'Charity Burbage', 'Charlie Weasley', 'Cho Chang', 'Colin Creevey', 'Cornelius Fudge', 'Dean Thomas', 'Dedalus Diggle', 'Dirk Cresswell', 'Dobby', 'Dolores Umbridge', 'Draco Malfoy', 'Dudley Dursley', 'Elphias Doge', 'Emmeline Vance', 'Ernest Macmillan', 'Everard', 'Fat Friar', 'Fawkes', 'Fenrir Greyback', 'Filius Flitwick', 'Firenze', 'Fleur Delacour', 'Fred Weasley', 'Garrick Ollivander', 'Gellert Grindelwald', 'George Weasley', 'Gilderoy Lockhart', 'Ginny Weasley', 'Godric Gryffindor', 'Goyle Sr', 'Grawp', 'Mykew Gregorovitch', 'Hannah Abbott', 'Harry Potter', 'Helena Ravenclaw', 'Hepzibah Smith', 'Hermione Granger', 'Horace Slughorn', 'Ignotus Peverell', 'Igor Karkaroff', 'Irma Pince', 'James Potter', 'Justin Finch-Fletchley', 'Katie Bell', 'Kendra Dumbledore', 'Kingsley Shacklebolt', 'Kreacher', 'Lavender Brown', 'Lee Jordan', 'Lord Voldemort', 'Lucius Malfoy', 'Luna Lovegood', 'Madam Rosmerta', 'Marietta Edgecombe', 'Marvolo Gaunt', 'Merope Gaunt', 'Michael Corner', 'Millicent Bulstrode', 'Minerva McGonagall', 'Myrtle Warren', 'Molly Weasley', 'Morfin Gaunt', 'Mrs. Norris', 'Mundungus Fletcher', 'Nagini', 'Narcissa Malfoy', 'Neville Longbottom', 'Nicholas de Mimsy-Porpington', 'Nicolas Flamel', 'Nymphadora Tonks', 'Olympe Maxime', 'Padma Patil', 'Pansy Parkinson', 'Parvati Patil', 'Peeves', 'Percival Dumbledore', 'Percy Weasley', 'Peter Pettigrew', 'Petunia Dursley', 'Pius Thicknesse', 'Pomona Sprout', 'Poppy Pomfrey', 'Quirinus Quirrell', 'Rabastan Lestrange', 'Regulus Black', 'Remus Lupin', 'Rita Skeeter', 'Rodolphus Lestrange', 'Rolanda Hooch', 'Ronald Weasley', 'Rubeus Hagrid', 'Rufus Scrimgeour', 'Salazar Slytherin', 'Seamus Finnigan', 'Septima Vector', 'Severus Snape', 'Sirius Black', 'Sturgis Podmore', 'Susan Bones', 'Sybill Trelawney', 'Ted Tonks', 'Terry Boot', 'Tiberius Ogden', 'Tom Riddle Senior', 'Vernon Dursley', 'Viktor Krum', 'Vincent Crabbe senior', 'Wilhelmina Grubbly-Plank', 'Winky', 'Zacharias Smith']",6,137,albus_dumbledore
